City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
657,Fomboni,KM,76.03,clear sky,-12.28,43.7425,
659,Mayor Pablo Lagerenza,PY,72.05,clear sky,-19.9309,-60.7718,
661,Acapulco,MX,80.42,overcast clouds,16.8634,-99.8901,
662,Padang,ID,77.79,broken clouds,-0.9492,100.3543,
663,Kanungu,UG,68.32,overcast clouds,-0.9575,29.7897,
664,Antalaha,MG,70.77,scattered clouds,-14.9003,50.2788,
667,Yining,CN,80.74,overcast clouds,29.0361,114.5636,
669,Mulanje,MW,68.63,clear sky,-16.0316,35.5,
670,Muros,ES,77.16,broken clouds,42.7762,-9.0603,
672,Limbazi,LV,62.8,overcast clouds,57.5129,24.7194,
673,Golden,US,87.15,few clouds,39.7555,-105.2211,
674,Antigonish,CA,69.82,broken clouds,45.6169,-61.9986,
675,Morristown,US,86.38,overcast clouds,36.214,-83.2949,
676,Gwadar,PK,83.95,overcast clouds,25.1216,62.3254,
677,Sarkand,KZ,69.17,clear sky,45.41,79.9186,
678,Port-Cartier,CA,64.74,clear sky,50.0334,-66.8654,
679,Bida,NG,80.85,light rain,9.0833,6.0167,
681,Huarmey,PE,67.82,scattered clouds,-10.0681,-78.1522,
682,Halden,NO,70.23,scattered clouds,59.1226,11.3871,
683,San Policarpo,PH,77.68,broken clouds,12.1791,125.5072,
685,Cap Malheureux,MU,70.47,scattered clouds,-19.9842,57.6142,
